abbreviation	name	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
rxn13909	2,4-dienoyl-CoA reductase (C8)	[c] : cpd00067 + cpd00005 + cpd17091 <==> cpd00006 + cpd17090	Reversible	cytosol	-1000	1000	0	(G_PA14_24170 or G_PA14_63640)	
rxn01643	Aspartate-semialdehyde dehydrogenase	[c] : cpd00005 + cpd01977 --> cpd00006 + cpd00009 + cpd00346	Irreversible	cytosol	0	1000	0	G_PA14_23800	
rJB00277	UDP-N-acetyl fucosamine synthase	[c] : cpd00003 + cpd00067 + cpd00175 <==> cpd00004 + cpd00001 + cpd17092	Reversible	cytosol	-1000	1000	0	G_PA14_23450	
rxn00211	UDPglucose 6-dehydrogenase	[c] : (2) cpd00003 + cpd00001 + cpd00026 <==> (2) cpd00004 + (3) cpd00067 + cpd00144	Reversible	cytosol	-1000	1000	0	(G_PA14_18300 or G_PA14_38360 or G_PA14_18580)	
rxn01480	3 hydroxyisobutyrate dehydrogenase	[c] : cpd00003 + cpd00876 <==> cpd00004 + cpd00067 + cpd00287	Reversible	cytosol	-1000	1000	0	(G_PA14_18140 or G_PA14_54670 or G_PA14_36270)	
rxn01053	lactaldehyde dehydrogenase	[c] : cpd00003 + cpd00001 + cpd00334 <==> cpd00004 + (2) cpd00067 + cpd00159	Reversible	cytosol	-1000	1000	0	(G_PA14_17400 or G_PA14_70140 or G_PA14_02680)	
rxn01867	Betaine-aldehyde dehydrogenase	[c] : cpd00003 + cpd00001 + cpd00447 --> cpd00004 + (2) cpd00067 + cpd00540	Irreversible	cytosol	0	1000	0	(G_PA14_11190 or G_PA14_70140 or G_PA14_51050 or G_PA14_09710 or G_PA14_70950 or G_PA14_02680 or G_PA14_38840 or G_PA14_11810 or G_PA14_64740 or G_PA14_37090)	
rxn01945	4 hydroxyphenylacetate 3 monooxygenase nadh	[c] : cpd00004 + cpd00067 + cpd00007 + cpd00489 --> cpd00003 + cpd00001 + cpd00854	Irreversible	cytosol	0	1000	0	(G_PA14_11000 and G_PA14_10990)	
rJB00104	3-hydroxyphenylacetate-3-monooxygenase small chain	[c] : cpd00982 + cpd00007 + cpd03320 --> cpd00015 + cpd00067 + cpd00001 + cpd00854	Irreversible	cytosol	0	1000	0	(G_PA14_11000 and G_PA14_10990)	
rxn21407	pyochelin synthase complex	[c] : cpd00005 + cpd00599 + (2) cpd00084 + cpd00017 <==> (4) cpd00001 + cpd00006 + cpd08828 + cpd00019	Reversible	cytosol	-1000	1000	0	(G_PA14_09240 and G_PA14_09270 and G_PA14_09280 and G_PA14_09290)	
rxn08975	NADH dehydrogenase (ubiquinone-8 )	[c] : cpd00004 + cpd00067 + cpd15560 --> cpd00003 + cpd15561	Irreversible	cytosol	0	1000	0	(G_PA14_58870 or G_PA14_65760)	
rJB00263	NADH dehydrogenase (ubiquinone-9 )	[c] : cpd00004 + cpd00067 + cpd01351 --> cpd00003 + cJB00125	Irreversible	cytosol	0	1000	0	(G_PA14_58870 or G_PA14_65760)	
rxn00371	Formate dehydrogenase	[c] : cpd00003 + cpd00047 <==> cpd00004 + cpd00011	Reversible	cytosol	-1000	1000	0	(G_PA14_63570 and G_PA14_63580 and G_PA14_63605)	
rxn08094	2-Oxogluterate dehydrogenase	[c] : cpd00003 + cpd00010 + cpd00024 --> cpd00004 + cpd00011 + cpd00078	Irreversible	cytosol	0	1000	0	(G_PA14_63850 and G_PA14_44010 and G_PA14_44000)	
rxn00154	Pyruvate dehydrogenase	[c] : cpd00003 + cpd00010 + cpd00020 --> cpd00004 + cpd00011 + cpd00022	Irreversible	cytosol	0	1000	0	(G_PA14_66290 and G_PA14_66310 and G_PA14_63850 and G_PA14_19900 and G_PA14_19910)	
rxn00085	Glutamate synthase (NADPH)	[c] : cpd00006 + (2) cpd00023 <==> cpd00067 + cpd00005 + cpd00024 + cpd00053	Reversible	cytosol	-1000	1000	0	(G_PA14_66570 and G_PA14_66560)	
rxn00159	Malic enzyme (NAD)	[c] : cpd00003 + cpd00130 --> cpd00004 + cpd00011 + cpd00020	Irreversible	cytosol	0	0	0	(G_PA14_66680 or G_PA14_19190)	
rxn00161	Malic enzyme (NADP)	[c] : cpd00006 + cpd00130 --> cpd00005 + cpd00011 + cpd00020	Irreversible	cytosol	0	1000	0	(G_PA14_66680 or G_PA14_19190)	
rxn10062	choline dehydrogenase (FAD-dependent)	[c] : cpd00015 + cpd00098 <==> cpd00982 + cpd00447	Reversible	cytosol	-1000	1000	0	(G_PA14_70940 or G_PA14_04780 or G_PA14_16390 or G_PA14_10850 or G_PA14_37100)	
rxn13898	quinone oxidoreductase	[c] : cpd00005 + cpd11669 <==> cpd00006 + cpd17097	Reversible	cytosol	-1000	1000	0	G_PA14_00250	
rxn01740	Shikimate dehydrogenase	[c] : cpd00006 + cpd00383 <==> cpd00067 + cpd00005 + cpd01716	Reversible	cytosol	-1000	1000	0	G_PA14_00290	
rxn00962	4-hydroxybenzoate 3-monooxygenase	[c] : cpd00067 + cpd00005 + cpd00007 + cpd00136 --> cpd00001 + cpd00006 + cpd00197	Irreversible	cytosol	0	1000	0	G_PA14_03050	
rxn00979	glycoaldehyde:NAD+ oxidoreductase	[c] : cpd00003 + cpd00001 + cpd00229 <==> cpd00004 + (2) cpd00067 + cpd00139	Reversible	cytosol	-1000	1000	0	G_PA14_03430	
rxn00509	Succinate-semialdehyde dehydrogenase (NADP)	[c] : cpd00001 + cpd00006 + cpd00199 --> (2) cpd00067 + cpd00005 + cpd00036	Irreversible	cytosol	0	1000	0	G_PA14_03430	
rxn01101	Phosphoglycerate dehydrogenase	[c] : cpd00003 + cpd00169 <==> cpd00004 + cpd00067 + cpd02069	Reversible	cytosol	-1000	1000	0	G_PA14_04110	
rxn00686	Dihydrofolate reductase	[c] : cpd00006 + cpd00087 <==> cpd00067 + cpd00005 + cpd00330	Reversible	cytosol	-1000	1000	0	G_PA14_04580	
rxn00931	Pyrroline-5-carboxylate reductase	[c] : cpd00006 + cpd00129 <==> (2) cpd00067 + cpd00005 + cpd02431	Reversible	cytosol	-1000	1000	0	G_PA14_05150	
rxn04954	5,10-methylenetetrahydrofolate reductase (NADH)	[c] : cpd00003 + cpd00345 <==> cpd00004 + cpd00067 + cpd00125	Reversible	cytosol	-1000	1000	0	G_PA14_05590	
rxn01802	GLUTCOADHc	[c] : cpd00015 + cpd00067 + cpd00413 <==> cpd00982 + cpd00650 + cpd00011	Reversible	cytosol	-1000	1000	0	G_PA14_05840	
rxn01331	Erythrose 4-phosphate dehydrogenase	[c] : cpd00003 + cpd00001 + cpd00236 --> cpd00004 + (2) cpd00067 + cpd02147	Irreversible	cytosol	0	1000	0	G_PA14_07170	
rxn03951	NAD-dependent threonine 4-phosphate dehydrogenase	[c] : cpd00003 + cpd03607 <==> cpd00004 + cpd00067 + cpd04539	Reversible	cytosol	-1000	1000	0	G_PA14_07740	
rxn02465	N-acetyl-g-glutamyl-phosphate reductase	[c] : cpd00006 + cpd00009 + cpd00918 --> cpd00005 + cpd02552	Irreversible	cytosol	0	1000	0	G_PA14_08480	
rxn00183	PUTA3	[c] : cpd00003 + cpd00001 + cpd00858 --> cpd00004 + (2) cpd00067 + cpd00023	Irreversible	cytosol	0	1000	0	G_PA14_54170	
rxn13895	Proline dehydrogenase	[c] : cpd00015 + cpd00001 + cpd00129 <==> cpd00982 + cpd00858	Reversible	cytosol	-1000	1000	0	G_PA14_54170	
rxn01452	(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase	[c] : cpd00842 + cpd00006 <==> cpd00067 + cpd00279 + cpd00005	Reversible	cytosol	-1000	1000	0	(G_PA14_17860 or G_PA14_43460)	
rxn02270	ACOADH1	[c] : cpd00015 + cpd00760 --> cpd00982 + cpd02125	Irreversible	cytosol	0	1000	0	G_PA14_52900	
rxn00508	Succinate-semialdehyde dehydrogenase (NAD)	[c] : cpd00003 + cpd00001 + cpd00199 --> cpd00004 + (2) cpd00067 + cpd00036	Irreversible	cytosol	0	1000	0	G_PA14_52670	
rxn00500	D-lactate dehydrogenase	[c] : cpd00003 + cpd00221 <==> cpd00004 + cpd00067 + cpd00020	Reversible	cytosol	-1000	1000	0	G_PA14_52270	
rxn02939	Erythronate 4-phosphate (4per) dehydrogenase	[c] : cpd00003 + cpd02147 <==> cpd00004 + cpd00067 + cpd03606	Reversible	cytosol	-1000	1000	0	G_PA14_46470	
rxn13682	Oxygen Independent coproporphyrinogen-III oxidase	[c] : (2) cpd00005 + (2) cpd00017 + cpd02083 + (2) cpd17016 --> (2) cpd00067 + (2) cpd00006 + (2) cpd00011 + (2) cpd00060 + cpd00791 + (2) cpd03091 + (2) cpd17017	Irreversible	cytosol	0	1000	0	G_PA14_44470	
rxn01241	Pyruvate dehydrogenase (dihydrolipoamide dehydrogenase) reversible	[c] : cpd00003 + cpd00449 <==> cpd00004 + cpd00067 + cpd00213	Reversible	cytosol	-1000	1000	0	G_PA14_43970	
rxn02933	HACD9	[c] : cpd00003 + cpd02691 <==> cpd00004 + cpd00067 + cpd02124	Reversible	cytosol	-1000	1000	0	G_PA14_43690	
rxn00907	Methylenetetrahydrofolate dehydrogenase (NADP)	[c] : cpd00006 + cpd00125 <==> cpd00005 + cpd00347	Reversible	cytosol	-1000	1000	0	G_PA14_41350	
rxn00992	BDH	[c] : cpd00003 + cpd00797 <==> cpd00004 + cpd00067 + cpd00142	Reversible	cytosol	-1000	1000	0	G_PA14_38590	
rxn00086	Glutathione oxidoreductase	[c] : cpd00006 + (2) cpd00042 <==> cpd00067 + cpd00005 + cpd00111	Reversible	cytosol	-1000	1000	0	G_PA14_38330	
rxn01475	PGLCNDH	[c] : cpd00067 + cpd00005 + cpd00896 --> cpd00006 + cpd00284	Irreversible	cytosol	0	1000	0	G_PA14_35320	
rxn13834	glucose 1-dehydrogenase (NADP) extracellular	cpd00006[c] + cpd00027[e] --> cpd00067[c] + cpd00005[c] + cpd00170[e]	Irreversible	cytosol, extracellular	0	0	0	G_PA14_34970	
rxn00629	mannitol 2-dehydrogenase	[c] : cpd00003 + cpd00314 <==> cpd00004 + cpd00067 + cpd00082	Reversible	cytosol	-1000	1000	0	G_PA14_34360	
rxn00546	Mannitol-1-phosphate 5-dehydrogenase	[c] : cpd00003 + cpd00491 <==> cpd00004 + cpd00067 + cpd00072	Reversible	cytosol	-1000	1000	0	G_PA14_34360	
rxn42682	L-ornithine 5-monooxygenase	[c] : cpd00005 + cpd00007 + cpd00064 --> cpd00001 + cpd00006 + cpd23005	Irreversible	cytosol	0	1000	0	G_PA14_33810	
rxn13925	probable FAD-dependent monooxygenase	[c] : cpd00982 + cpd00007 + cpd17078 <==> cpd00015 + cpd00001 + cpd17085	Reversible	cytosol	-1000	1000	0	G_PA14_30630	
rxn02774	Sirohydrochlorin dehydrogenase (NAD)	[c] : cpd00003 + cpd01620 <==> cpd00004 + cpd00067 + cpd03426	Reversible	cytosol	-1000	1000	0	G_PA14_30340	
rxn00198	Isocitrate dehydrogenase (NADP)	[c] : cpd00006 + cpd00260 --> cpd00005 + cpd00011 + cpd00024	Irreversible	cytosol	0	0	0	G_PA14_30190	
rxn03492	PC6AR	[c] : cpd00006 + cpd03760 <==> cpd00067 + cpd00005 + cpd03761	Reversible	cytosol	-1000	1000	0	G_PA14_26460	
rxn02285	UDP-N-acetylenolpyruvoylglucosamine reductase	[c] : cpd00006 + cpd00773 <==> cpd00067 + cpd00005 + cpd02820	Reversible	cytosol	-1000	1000	0	G_PA14_25550	
rxn00077	NAD kinase	[c] : cpd00003 + cpd00002 <==> cpd00006 + cpd00008	Reversible	cytosol	-1000	1000	0	G_PA14_24220	
rxn01268	Prephenate dehydrogenase	[c] : cpd00003 + cpd00219 --> cpd00004 + cpd00011 + cpd00868	Irreversible	cytosol	0	1000	0	G_PA14_23310	
rxn13705	ferredoxin-NADP reductase	[c] : cpd00067 + cpd00006 + cpd17017 <==> cpd00005 + cpd17016	Reversible	cytosol	-1000	1000	0	G_PA14_20140	
rxn09896	isoleucine dehydrogenase	[c] : cpd00003 + cpd00001 + cpd00322 <==> cpd00004 + cpd00067 + cpd00013 + cpd03577	Reversible	cytosol	-1000	1000	0	G_PA14_19870	
rxn01045	valine dehydrogenase	[c] : cpd00003 + cpd00001 + cpd00156 <==> cpd00004 + cpd00067 + cpd00013 + cpd00123	Reversible	cytosol	-1000	1000	0	G_PA14_19870	
rxn00935	(S)-Malate(acceptor) oxidoreductase	[c] : cpd00015 + cpd00130 --> cpd00982 + cpd00032	Irreversible	cytosol	0	1000	0	(G_PA14_19470 or G_PA14_61400)	
rxn00638	GDP-mannose 6-dehydrogenase	[c] : (2) cpd00003 + cpd00001 + cpd00083 <==> (2) cpd00004 + (3) cpd00067 + cpd00719	Reversible	cytosol	-1000	1000	0	G_PA14_18580	
rxn00763	Alcohol dehydrogenase (glycerol)	[c] : cpd00003 + cpd00100 <==> cpd00004 + cpd00067 + cpd00448	Reversible	cytosol	-1000	1000	0	G_PA14_17400	
rxn03958	1-deoxy-D-xylulose reductoisomerase	[c] : cpd00006 + cpd08286 <==> cpd00067 + cpd00005 + cpd08289	Reversible	cytosol	-1000	1000	0	G_PA14_17130	
rxn13906	Spermidine dehydrogenase	[c] : cpd00015 + cpd00001 + cpd00264 <==> cpd00982 + cpd00434 + cpd00726	Reversible	cytosol	-1000	1000	0	G_PA14_16360	
rxn01302	Homoserine dehydrogenase (NADPH)	[c] : cpd00006 + cpd00227 <==> cpd00067 + cpd00005 + cpd00346	Reversible	cytosol	-1000	1000	0	G_PA14_16070	
rxn00834	IMP dehydrogenase	[c] : cpd00003 + cpd00001 + cpd00114 <==> cpd00004 + cpd00067 + cpd00497	Reversible	cytosol	-1000	1000	0	G_PA14_15310	
rxn05293	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	[c] : cpd00004 + cpd00067 + cpd08301 --> cpd00003 + cpd00001 + cpd08615	Irreversible	cytosol	0	1000	0	G_PA14_14880	
rxn07967	2-dehydro-D-gluconate reductase (NADH)	cpd00004[c] + cpd00067[c] + cpd00480[e] <==> cpd00003[c] + cpd00222[e]	Reversible	cytosol, extracellular	-1000	1000	0	G_PA14_13500	
rxn00105	Nicotinamide-nucleotide adenylyltransferase	[c] : cpd00002 + cpd00355 <==> cpd00003 + cpd00012	Reversible	cytosol	-1000	1000	0	G_PA14_12020	
rxn02373	Glutamate-5-semialdehyde dehydrogenase	[c] : cpd00005 + cpd02097 --> cpd00006 + cpd00009 + cpd00858	Irreversible	cytosol	0	1000	0	G_PA14_12010	
rxn02474	5-amino-6-(5-phosphoribosylamino)uracil reductase	[c] : cpd00006 + cpd02720 <==> cpd00067 + cpd00005 + cpd00931	Reversible	cytosol	-1000	1000	0	G_PA14_11400	
rxn03055	4 carboxy 2 hydroxymuconate 6 semialdehyde dehydrogenase	[c] : cpd00003 + cpd00001 + cpd02828 --> cpd00004 + (2) cpd00067 + cpd02572	Irreversible	cytosol	0	1000	0	G_PA14_10630	
rxn09953	acetoin dehydrogenase	[c] : cpd00003 + cpd00010 + cpd00361 <==> cpd00004 + cpd00067 + cpd00022 + cpd00071	Reversible	cytosol	-1000	1000	0	(G_PA14_10260 and G_PA14_10250 and G_PA14_10240)	
rxn02112	(R,R)-butanediol dehydrogenase	[c] : cpd00003 + cpd01947 <==> cpd00004 + cpd00067 + cpd00361	Reversible	cytosol	-1000	1000	0	G_PA14_10230	
rxn02632	2,3-butanediol dehydrogenase	[c] : cpd00003 + cpd01949 <==> cpd00004 + cpd00067 + cpd01221	Reversible	cytosol	-1000	1000	0	G_PA14_10230	
rxn01686	2,3-butanediol dehydrogenase	[c] : cpd00003 + cpd01949 <==> cpd00004 + cpd00067 + cpd00361	Reversible	cytosol	-1000	1000	0	G_PA14_10230	
rxn13787	pyocyanin synthesis	[c] : cpd00004 + cpd00067 + cpd00007 + cpd17083 <==> cpd00003 + cpd00001 + cpd00011 + cpd17044	Reversible	cytosol	-1000	1000	0	G_PA14_09400	
rxn13896	pyocyanin synthesis	[c] : cpd00004 + (2) cpd00067 + cpd00007 + cpd17053 <==> cpd00003 + cpd00001 + cpd00011 + cpd01206	Reversible	cytosol	-1000	1000	0	G_PA14_09400	
rxn01790	2-dehydropantoate 2-reductase	[c] : cpd00006 + cpd00408 <==> cpd00067 + cpd00005 + cpd00712	Reversible	cytosol	-1000	1000	0	G_PA14_57160	
rxn00859	Histidinol dehydrogenase	[c] : (2) cpd00003 + cpd00001 + cpd00641 <==> (2) cpd00004 + (3) cpd00067 + cpd00119	Reversible	cytosol	-1000	1000	0	G_PA14_57780	
rxn08352	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp)	[c] : cpd00004 + cpd00067 + cpd08615 --> cpd00003 + cpd00001 + cpd00202	Irreversible	cytosol	0	1000	0	G_PA14_60330	
rxn08756	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp)	[c] : cpd00004 + cpd00067 + cpd08615 --> cpd00003 + cpd00001 + cpd00113	Irreversible	cytosol	0	1000	0	G_PA14_60330	
rxn00122	FMN adenylyltransferase	[c] : cpd00002 + cpd00050 --> cpd00015 + cpd00012	Irreversible	cytosol	0	1000	0	G_PA14_60380	
rxn00184	Glutamate dehydrogenase (NAD)	[c] : cpd00001 + cpd00006 + cpd00023 <==> cpd00067 + cpd00005 + cpd00024 + cpd00013	Reversible	cytosol	-1000	1000	0	G_PA14_60710	
rxn01011	Hydroxypyruvate reductase (NADH)	[c] : cpd00003 + cpd00223 <==> cpd00004 + cpd00067 + cpd00145	Reversible	cytosol	-1000	1000	0	G_PA14_61210	
rxn06591	Glutamyl-tRNA reductase	[c] : cpd00067 + cpd00005 + cpd12227 <==> cpd00006 + cpd02345 + cpd11912	Reversible	cytosol	-1000	1000	0	G_PA14_61710	
rxn02186	acetohydroxy acid isomeroreductase	[c] : cpd00067 + cpd00005 + cpd00668 <==> cpd00006 + cpd02498	Reversible	cytosol	-1000	1000	0	G_PA14_62130	
rxn08764	Ketol-acid reductoisomerase (2-Acetolactate)	[c] : cpd00067 + cpd00005 + cpd00498 <==> cpd00006 + cpd02535	Reversible	cytosol	-1000	1000	0	G_PA14_62130	
rxn02929	Dihydrodipicolinate reductase (NADPH)	[c] : cpd00006 + cpd02465 <==> cpd00067 + cpd00005 + cpd02120	Reversible	cytosol	-1000	1000	0	G_PA14_62940	
rxn00190	Nicotinate-mononucleotide adenylyltransferase	[c] : cpd00001 + cpd00002 + cpd00053 + cpd00638 --> cpd00003 + cpd00067 + cpd00023 + cpd00012 + cpd00018	Irreversible	cytosol	0	1000	0	G_PA14_64980	
rxn00138	NADS1m	[c] : cpd00002 + cpd00013 + cpd00638 --> cpd00003 + cpd00067 + cpd00012 + cpd00018	Irreversible	cytosol	0	1000	0	G_PA14_64980	
rxn08977	NADPH Quinone Reductase (Ubiquinone-8)	[c] : cpd00067 + cpd00005 + cpd15560 --> cpd00006 + cpd15561	Irreversible	cytosol	0	1000	0	G_PA14_65760	
rxn36840	NADPH quinone oxidoreductase	[c] : cpd00067 + cpd00005 + cpd01351 --> cpd00006 + cJB00125	Irreversible	cytosol	0	1000	0	(G_PA14_48440 or G_PA14_51990 or G_PA14_65760)	
rxn02003	DTDP-4-dehydrorhamnose reductase	[c] : cpd00006 + cpd02113 <==> cpd00067 + cpd00005 + cpd00522	Reversible	cytosol	-1000	1000	0	G_PA14_68190	
rxn08291	D-Amino acid dehydrogenase	[c] : cpd00015 + cpd00001 + cpd00117 --> cpd00982 + cpd00020 + cpd00013	Irreversible	cytosol	0	1000	0	G_PA14_70040	
rxn13795	3-aminopropanaldehyde dehydrogenase	[c] : cpd00003 + cpd00001 + cpd17049 <==> cpd00004 + cpd00067 + cpd00085	Reversible	cytosol	-1000	1000	0	G_PA14_70140	
rxn13788	1-pyrroline dehydrogenase	[c] : cpd00003 + (2) cpd00001 + cpd11311 <==> cpd00004 + (2) cpd00067 + cpd00281	Reversible	cytosol	-1000	1000	0	G_PA14_70950	
rxn00429	ALDD1	[c] : cpd00003 + cpd00001 + cpd00055 --> cpd00004 + (2) cpd00067 + cpd00047	Irreversible	cytosol	0	1000	0	G_PA14_71560	
rxn02440	GDP-4-dehydro-6-deoxy-D-mannose reductase	[c] : cpd00006 + cpd01999 <==> cpd00067 + cpd00005 + cpd00900	Reversible	cytosol	-1000	1000	0	G_PA14_72000	
rxn00868	Acyl-CoA dehydrogenase (butanoyl-CoA)	[c] : cpd00650 + cpd00004 + cpd00067 --> cpd00120 + cpd00003	Irreversible	cytosol	0	1000	0		
rxn10074	Fatty acid oxidation (Butanoyl-CoA )	[c] : cpd00015 + cpd00120 + cpd00003 + cpd00001 <==> cpd00982 + cpd00004 + cpd00067 + cpd00279	Reversible	cytosol	-1000	1000	0		
rxn01729	Glutarate-semialdehyde:NAD+ oxidoreductase	[c] : cpd00003 + cpd00001 + cpd02089 --> cpd00004 + (2) cpd00067 + cpd00379	Irreversible	cytosol	0	1000	0		
rxn01068	L-threonine dehydrogenase	[c] : cpd00003 + cpd00161 <==> cpd00004 + cpd00067 + cpd02211	Reversible	cytosol	-1000	1000	0		
rxn01314	NADPH:6,7-dihydropteridine oxidoreductase	[c] : cpd00067 + cpd00005 + cpd00231 <==> cpd00006 + cpd00233	Reversible	cytosol	-1000	1000	0		
rxn05570	gamma-butyrobetaine transport in via ABC system	cpd00001[c] + cpd00002[c] + cpd00870[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd00870[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_13580 or (G_PA14_71000 and G_PA14_13590) or (G_PA14_71020 and G_PA14_71030) or G_PA14_13600 or G_PA14_13580 or (G_PA14_71000 and G_PA14_13590) or (G_PA14_71020 and G_PA14_71030) or (G_PA14_13600 and G_PA14_13610))	
rxn05159	Choline transport via ABC system	cpd00001[c] + cpd00002[c] + cpd00098[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd00098[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_13580 or (G_PA14_71000 and G_PA14_13590) or (G_PA14_71020 and G_PA14_71030) or G_PA14_13600 or (G_PA14_13580 and G_PA14_13590 and G_PA14_13600 and G_PA14_13610))	
rxn05180	L-carnitine transport via ABC system	cpd00001[c] + cpd00002[c] + cpd00266[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd00266[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_13580 or (G_PA14_71000 and G_PA14_13590) or (G_PA14_71020 and G_PA14_71030) or G_PA14_13600 or (G_PA14_13580 and G_PA14_13590 and G_PA14_13600 and G_PA14_13610))	
rxn10073	proline betaine transport in via ABC system	cpd00001[c] + cpd00002[c] + cpd07061[e] --> cpd00067[c] + cpd00009[c] + cpd00008[c] + cpd07061[c]	Irreversible	cytosol, extracellular	0	1000	0	(G_PA14_13580 or (G_PA14_71000 and G_PA14_13590) or (G_PA14_71020 and G_PA14_71030) or G_PA14_13600 or (G_PA14_13580 and G_PA14_13590 and G_PA14_13600 and G_PA14_13610))	
rxn08087	1-hexadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:1)	[c] : cpd15239 + cpd15326 --> cpd11493 + cpd15525	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
rxn08086	1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0)	[c] : cpd15277 + cpd15327 --> cpd11493 + cpd15524	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
rxn08089	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:1)	[c] : cpd11825 + cpd15328 --> cpd11493 + cpd15527	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
rxn08088	1-octadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C18:0)	[c] : cpd15268 + cpd15329 --> cpd11493 + cpd15526	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
rxn08085	1-tetradec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:1)	[c] : cpd15294 + cpd15330 --> cpd11493 + cpd15523	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
rxn08083	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)	[c] : cpd11468 + cpd15325 --> cpd11493 + cpd15521	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
rxn08084	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)	[c] : cpd11466 + cpd15331 --> cpd11493 + cpd15522	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
rxn10215	anteisoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	[c] : cpd11434 + cpd15672 --> cpd00067 + cpd00010 + cpd15678	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
rxn10218	anteisopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	[c] : cpd11439 + cpd15675 --> cpd00067 + cpd00010 + cpd15681	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
rxn10214	isoheptadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	[c] : cpd11432 + cpd15671 --> cpd00067 + cpd00010 + cpd15677	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
rxn10219	isohexadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	[c] : cpd11441 + cpd15676 --> cpd00067 + cpd00010 + cpd15682	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
rxn10217	isopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	[c] : cpd11437 + cpd15674 --> cpd00067 + cpd00010 + cpd15680	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
rxn10216	isotetradecanoyl-1-acylglycerol-3-phosphate O-acyltransferase	[c] : cpd11435 + cpd15673 --> cpd00067 + cpd00010 + cpd15679	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
rxn10212	myristoyl-1-acylglycerol-3-phosphate O-acyltransferase	[c] : cpd01695 + cpd15331 --> cpd00067 + cpd00010 + cpd15522	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
rxn10211	palmitoyl-1-acylglycerol-3-phosphate O-acyltransferase	[c] : cpd00134 + cpd15327 --> cpd00010 + cpd15524	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
rxn10213	stearoyl-1-acylglycerol-3-phosphate O-acyltransferase	[c] : cpd15329 + cpd00327 --> cpd00067 + cpd00010 + cpd15526	Irreversible	cytosol	0	1000	0	(G_PA14_00060 or G_PA14_56570 or G_PA14_31750)	
